"id","season","city","date","team1","team2","toss_winner","toss_decision","result","dl_applied","winner","win_by_runs","win_by_wickets","player_of_match","venue"
575,2015,"Ranchi","2015-05-22","Royal Challengers Bangalore","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,3,"A Nehra","JSCA International Stadium Complex"
576,2015,"Kolkata","2015-05-24","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Mumbai Indians",41,0,"RG Sharma","Eden Gardens"
577,2016,"Mumbai","2016-04-09","Mumbai Indians","Rising Pune Supergiants","Mumbai Indians","bat","normal",0,"Rising Pune Supergiants",0,9,"AM Rahane","Wankhede Stadium"
578,2016,"Kolkata","2016-04-10","Delhi Daredevils","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,9,"AD Russell","Eden Gardens"
579,2016,"Chandigarh","2016-04-11","Kings XI Punjab","Gujarat Lions","Gujarat Lions","field","normal",0,"Gujarat Lions",0,5,"AJ Finch","Punjab Cricket Association IS Bindra Stadium, Mohali"
580,2016,"Bangalore","2016-04-12","Royal Challengers Bangalore","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Royal Challengers Bangalore",45,0,"AB de Villiers","M Chinnaswamy Stadium"
581,2016,"Kolkata","2016-04-13","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,6,"RG Sharma","Eden Gardens"
582,2016,"Rajkot","2016-04-14","Rising Pune Supergiants","Gujarat Lions","Rising Pune Supergiants","bat","normal",0,"Gujarat Lions",0,7,"AJ Finch","Saurashtra Cricket Association Stadium"
583,2016,"Delhi","2016-04-15","Kings XI Punjab","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Delhi Daredevils",0,8,"A Mishra","Feroz Shah Kotla"
584,2016,"Hyderabad","2016-04-16","Sunrisers Hyderabad","Kolkata Knight Riders","Sunrisers Hyderabad","bat","normal",0,"Kolkata Knight Riders",0,8,"G Gambhir","Rajiv Gandhi International Stadium, Uppal"
585,2016,"Mumbai","2016-04-16","Mumbai Indians","Gujarat Lions","Gujarat Lions","field","normal",0,"Gujarat Lions",0,3,"AJ Finch","Wankhede Stadium"
586,2016,"Chandigarh","2016-04-17","Rising Pune Supergiants","Kings XI Punjab","Rising Pune Supergiants","bat","normal",0,"Kings XI Punjab",0,6,"M Vohra","Punjab Cricket Association IS Bindra Stadium, Mohali"
587,2016,"Bangalore","2016-04-17","Royal Challengers Bangalore","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Delhi Daredevils",0,7,"Q de Kock","M Chinnaswamy Stadium"
588,2016,"Hyderabad","2016-04-18","Mumbai Indians","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,7,"DA Warner","Rajiv Gandhi International Stadium, Uppal"
589,2016,"Chandigarh","2016-04-19","Kings XI Punjab","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,6,"RV Uthappa","Punjab Cricket Association IS Bindra Stadium, Mohali"
590,2016,"Mumbai","2016-04-20","Royal Challengers Bangalore","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,6,"RG Sharma","Wankhede Stadium"
591,2016,"Rajkot","2016-04-21","Gujarat Lions","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,10,"B Kumar","Saurashtra Cricket Association Stadium"
592,2016,"Pune","2016-04-22","Royal Challengers Bangalore","Rising Pune Supergiants","Rising Pune Supergiants","field","normal",0,"Royal Challengers Bangalore",13,0,"AB de Villiers","Maharashtra Cricket Association Stadium"
593,2016,"Delhi","2016-04-23","Delhi Daredevils","Mumbai Indians","Mumbai Indians","field","normal",0,"Delhi Daredevils",10,0,"SV Samson","Feroz Shah Kotla"
594,2016,"Hyderabad","2016-04-23","Kings XI Punjab","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,5,"Mustafizur Rahman","Rajiv Gandhi International Stadium, Uppal"
595,2016,"Rajkot","2016-04-24","Royal Challengers Bangalore","Gujarat Lions","Royal Challengers Bangalore","bat","normal",0,"Gujarat Lions",0,6,"V Kohli","Saurashtra Cricket Association Stadium"
596,2016,"Pune","2016-04-24","Rising Pune Supergiants","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,2,"SA Yadav","Maharashtra Cricket Association Stadium"
597,2016,"Chandigarh","2016-04-25","Mumbai Indians","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Mumbai Indians",25,0,"PA Patel","Punjab Cricket Association IS Bindra Stadium, Mohali"
598,2016,"Hyderabad","2016-04-26","Sunrisers Hyderabad","Rising Pune Supergiants","Rising Pune Supergiants","field","normal",1,"Rising Pune Supergiants",34,0,"AB Dinda","Rajiv Gandhi International Stadium, Uppal"
599,2016,"Delhi","2016-04-27","Gujarat Lions","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Gujarat Lions",1,0,"CH Morris","Feroz Shah Kotla"
600,2016,"Mumbai","2016-04-28","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,6,"RG Sharma","Wankhede Stadium"
601,2016,"Pune","2016-04-29","Rising Pune Supergiants","Gujarat Lions","Gujarat Lions","field","normal",0,"Gujarat Lions",0,3,"DR Smith","Maharashtra Cricket Association Stadium"
602,2016,"Delhi","2016-04-30","Delhi Daredevils","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Delhi Daredevils",27,0,"CR Brathwaite","Feroz Shah Kotla"
603,2016,"Hyderabad","2016-04-30","Sunrisers Hyderabad","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Sunrisers Hyderabad",15,0,"DA Warner","Rajiv Gandhi International Stadium, Uppal"
604,2016,"Rajkot","2016-05-01","Kings XI Punjab","Gujarat Lions","Gujarat Lions","field","normal",0,"Kings XI Punjab",23,0,"AR Patel","Saurashtra Cricket Association Stadium"
605,2016,"Pune","2016-05-01","Rising Pune Supergiants","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,8,"RG Sharma","Maharashtra Cricket Association Stadium"
606,2016,"Bangalore","2016-05-02","Royal Challengers Bangalore","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,5,"AD Russell","M Chinnaswamy Stadium"
607,2016,"Rajkot","2016-05-03","Gujarat Lions","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Delhi Daredevils",0,8,"RR Pant","Saurashtra Cricket Association Stadium"
608,2016,"Kolkata","2016-05-04","Kolkata Knight Riders","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kolkata Knight Riders",7,0,"AD Russell","Eden Gardens"
609,2016,"Delhi","2016-05-05","Delhi Daredevils","Rising Pune Supergiants","Rising Pune Supergiants","field","normal",0,"Rising Pune Supergiants",0,7,"AM Rahane","Feroz Shah Kotla"
610,2016,"Hyderabad","2016-05-06","Gujarat Lions","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,5,"B Kumar","Rajiv Gandhi International Stadium, Uppal"
611,2016,"Bangalore","2016-05-07","Rising Pune Supergiants","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,7,"V Kohli","M Chinnaswamy Stadium"
612,2016,"Chandigarh","2016-05-07","Kings XI Punjab","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Kings XI Punjab",9,0,"MP Stoinis","Punjab Cricket Association IS Bindra Stadium, Mohali"
613,2016,"Visakhapatnam","2016-05-08","Sunrisers Hyderabad","Mumbai Indians","Mumbai Indians","field","normal",0,"Sunrisers Hyderabad",85,0,"A Nehra","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium"
614,2016,"Kolkata","2016-05-08","Kolkata Knight Riders","Gujarat Lions","Gujarat Lions","field","normal",0,"Gujarat Lions",0,5,"P Kumar","Eden Gardens"
615,2016,"Chandigarh","2016-05-09","Royal Challengers Bangalore","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Royal Challengers Bangalore",1,0,"SR Watson","Punjab Cricket Association IS Bindra Stadium, Mohali"
616,2016,"Visakhapatnam","2016-05-10","Sunrisers Hyderabad","Rising Pune Supergiants","Sunrisers Hyderabad","bat","normal",0,"Sunrisers Hyderabad",4,0,"A Zampa","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium"
617,2016,"Bangalore","2016-05-11","Royal Challengers Bangalore","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,6,"KH Pandya","M Chinnaswamy Stadium"
618,2016,"Hyderabad","2016-05-12","Sunrisers Hyderabad","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Delhi Daredevils",0,7,"CH Morris","Rajiv Gandhi International Stadium, Uppal"
619,2016,"Visakhapatnam","2016-05-13","Mumbai Indians","Kings XI Punjab","Mumbai Indians","bat","normal",0,"Kings XI Punjab",0,7,"MP Stoinis","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium"
620,2016,"Bangalore","2016-05-14","Royal Challengers Bangalore","Gujarat Lions","Gujarat Lions","field","normal",0,"Royal Challengers Bangalore",144,0,"AB de Villiers","M Chinnaswamy Stadium"
621,2016,"Kolkata","2016-05-14","Rising Pune Supergiants","Kolkata Knight Riders","Rising Pune Supergiants","bat","normal",1,"Kolkata Knight Riders",0,8,"YK Pathan","Eden Gardens"
622,2016,"Chandigarh","2016-05-15","Kings XI Punjab","Sunrisers Hyderabad","Kings XI Punjab","bat","normal",0,"Sunrisers Hyderabad",0,7,"HM Amla","Punjab Cricket Association IS Bindra Stadium, Mohali"
623,2016,"Visakhapatnam","2016-05-15","Mumbai Indians","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Mumbai Indians",80,0,"KH Pandya","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium"
624,2016,"Kolkata","2016-05-16","Kolkata Knight Riders","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,9,"V Kohli","Eden Gardens"
625,2016,"Visakhapatnam","2016-05-17","Delhi Daredevils","Rising Pune Supergiants","Rising Pune Supergiants","field","normal",1,"Rising Pune Supergiants",19,0,"AB Dinda","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium"
626,2016,"Bangalore","2016-05-18","Royal Challengers Bangalore","Kings XI Punjab","Kings XI Punjab","field","normal",1,"Royal Challengers Bangalore",82,0,"V Kohli","M Chinnaswamy Stadium"
627,2016,"Kanpur","2016-05-19","Kolkata Knight Riders","Gujarat Lions","Gujarat Lions","field","normal",0,"Gujarat Lions",0,6,"DR Smith","Green Park"
628,2016,"Raipur","2016-05-20","Sunrisers Hyderabad","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Delhi Daredevils",0,6,"KK Nair","Shaheed Veer Narayan Singh International Stadium"
629,2016,"Visakhapatnam","2016-05-21","Kings XI Punjab","Rising Pune Supergiants","Kings XI Punjab","bat","normal",0,"Rising Pune Supergiants",0,4,"MS Dhoni","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium"
630,2016,"Kanpur","2016-05-21","Mumbai Indians","Gujarat Lions","Gujarat Lions","field","normal",0,"Gujarat Lions",0,6,"SK Raina","Green Park"
631,2016,"Kolkata","2016-05-22","Kolkata Knight Riders","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Kolkata Knight Riders",22,0,"YK Pathan","Eden Gardens"
632,2016,"Raipur","2016-05-22","Delhi Daredevils","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,6,"V Kohli","Shaheed Veer Narayan Singh International Stadium"
633,2016,"Bangalore","2016-05-24","Gujarat Lions","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,4,"AB de Villiers","M Chinnaswamy Stadium"
634,2016,"Delhi","2016-05-25","Sunrisers Hyderabad","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Sunrisers Hyderabad",22,0,"MC Henriques","Feroz Shah Kotla"
635,2016,"Delhi","2016-05-27","Gujarat Lions","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,4,"DA Warner","Feroz Shah Kotla"
636,2016,"Bangalore","2016-05-29","Sunrisers Hyderabad","Royal Challengers Bangalore","Sunrisers Hyderabad","bat","normal",0,"Sunrisers Hyderabad",8,0,"BCJ Cutting","M Chinnaswamy Stadium"
7894,2018,"Mumbai","07/04/18","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,1,"DJ Bravo","Wankhede Stadium"
7895,2018,"Mohali","08/04/18","Delhi Daredevils","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,6,"KL Rahul","Punjab Cricket Association IS Bindra Stadium, Mohali"
7896,2018,"Kolkata","08/04/18","Royal Challengers Bangalore","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,4,"SP Narine","Eden Gardens"
7897,2018,"Hyderabad","09/04/18","Rajasthan Royals","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,9,"S Dhawan","Rajiv Gandhi International Stadium, Uppal"
7898,2018,"Chennai","10/04/18","Kolkata Knight Riders","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,5,"SW Billings","MA Chidambaram Stadium, Chepauk"
7899,2018,"Jaipur","11/04/18","Rajasthan Royals","Delhi Daredevils","Delhi Daredevils","field","normal",1,"Rajasthan Royals",10,0,"SV Samson","Sawai Mansingh Stadium"
7900,2018,"Hyderabad","12/04/18","Mumbai Indians","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,1,"Rashid Khan","Rajiv Gandhi International Stadium, Uppal"
7901,2018,"Bengaluru","13/04/18","Kings XI Punjab","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,4,"UT Yadav","M Chinnaswamy Stadium"
7902,2018,"Mumbai","14/04/18","Mumbai Indians","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Delhi Daredevils",0,7,"JJ Roy","Wankhede Stadium"
7903,2018,"Kolkata","14/04/18","Kolkata Knight Riders","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,5,"B Stanlake","Eden Gardens"
7904,2018,"Bengaluru","15/04/18","Rajasthan Royals","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Rajasthan Royals",19,0,"SV Samson","M Chinnaswamy Stadium"
7905,2018,"Mohali","15/04/18","Kings XI Punjab","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Kings XI Punjab",4,0,"CH Gayle","Punjab Cricket Association IS Bindra Stadium, Mohali"
7906,2018,"Kolkata","16/04/18","Kolkata Knight Riders","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Kolkata Knight Riders",71,0,"N Rana","Eden Gardens"
7907,2018,"Mumbai","17/04/18","Mumbai Indians","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Mumbai Indians",46,0,"RG Sharma","Wankhede Stadium"
7908,2018,"Jaipur","18/04/18","Rajasthan Royals","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,7,"N Rana","Sawai Mansingh Stadium"
7909,2018,"Mohali","19/04/18","Kings XI Punjab","Sunrisers Hyderabad","Kings XI Punjab","bat","normal",0,"Kings XI Punjab",15,0,"CH Gayle","Punjab Cricket Association IS Bindra Stadium, Mohali"
7910,2018,"Pune","20/04/18","Chennai Super Kings","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Chennai Super Kings",64,0,"SR Watson","Maharashtra Cricket Association Stadium"
7911,2018,"Kolkata","21/04/18","Kolkata Knight Riders","Kings XI Punjab","Kings XI Punjab","field","normal",1,"Kings XI Punjab",0,9,"KL Rahul","Eden Gardens"
7912,2018,"Bengaluru","21/04/18","Delhi Daredevils","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,6,"AB de Villiers","M Chinnaswamy Stadium"
7913,2018,"Hyderabad","22/04/18","Chennai Super Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Chennai Super Kings",4,0,"AT Rayudu","Rajiv Gandhi International Stadium, Uppal"
7914,2018,"Jaipur","22/04/18","Mumbai Indians","Rajasthan Royals","Mumbai Indians","bat","normal",0,"Rajasthan Royals",0,3,"J Archer","Sawai Mansingh Stadium"
7915,2018,"Delhi","23/04/18","Kings XI Punjab","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Kings XI Punjab",4,0,"AS Rajpoot","Feroz Shah Kotla"
7916,2018,"Mumbai","24/04/18","Sunrisers Hyderabad","Mumbai Indians","Mumbai Indians","field","normal",0,"Sunrisers Hyderabad",31,0,"Rashid Khan","Wankhede Stadium"
7917,2018,"Bengaluru","25/04/18","Royal Challengers Bangalore","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,5,"MS Dhoni","M Chinnaswamy Stadium"
7918,2018,"Hyderabad","26/04/18","Sunrisers Hyderabad","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Sunrisers Hyderabad",13,0,"AS Rajpoot","Rajiv Gandhi International Stadium, Uppal"
7919,2018,"Delhi","27/04/18","Delhi Daredevils","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Delhi Daredevils",55,0,"SS Iyer","Feroz Shah Kotla"
7920,2018,"Pune","28/04/18","Chennai Super Kings","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,8,"RG Sharma","Maharashtra Cricket Association Stadium"
7921,2018,"Jaipur","29/04/18","Sunrisers Hyderabad","Rajasthan Royals","Sunrisers Hyderabad","bat","normal",0,"Sunrisers Hyderabad",11,0,"KS Williamson","Sawai Mansingh Stadium"
7922,2018,"Bengaluru","29/04/18","Royal Challengers Bangalore","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,6,"CA Lynn","M Chinnaswamy Stadium"
7923,2018,"Pune","30/04/18","Chennai Super Kings","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Chennai Super Kings",13,0,"SR Watson","Maharashtra Cricket Association Stadium"
7924,2018,"Bengaluru","01/05/18","Royal Challengers Bangalore","Mumbai Indians","Mumbai Indians","field","normal",0,"Royal Challengers Bangalore",14,0,"TG Southee","M Chinnaswamy Stadium"
7925,2018,"Delhi","02/05/18","Delhi Daredevils","Rajasthan Royals","Rajasthan Royals","field","normal",1,"Delhi Daredevils",4,0,"RR Pant","Feroz Shah Kotla"
7926,2018,"Kolkata","03/05/18","Chennai Super Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,6,"SP Narine","Eden Gardens"
7927,2018,"Indore","04/05/18","Kings XI Punjab","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,6,"AS Yadav","Holkar Cricket Stadium"
7928,2018,"Pune","05/05/18","Royal Challengers Bangalore","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,6,"RA Jadeja","Maharashtra Cricket Association Stadium"
7929,2018,"Hyderabad","05/05/18","Delhi Daredevils","Sunrisers Hyderabad","Delhi Daredevils","bat","normal",0,"Sunrisers Hyderabad",0,7,"Rashid Khan","Rajiv Gandhi International Stadium, Uppal"
7930,2018,"Mumbai","06/05/18","Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Mumbai Indians",13,0,"HH Pandya","Wankhede Stadium"
7931,2018,"Indore","06/05/18","Rajasthan Royals","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,6,"M Ur Rahman","Holkar Cricket Stadium"
7932,2018,"Hyderabad","07/05/18","Sunrisers Hyderabad","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Sunrisers Hyderabad",5,0,"KS Williamson","Rajiv Gandhi International Stadium, Uppal"
7933,2018,"Jaipur","08/05/18","Rajasthan Royals","Kings XI Punjab","Rajasthan Royals","bat","normal",0,"Rajasthan Royals",15,0,"JC Buttler","Sawai Mansingh Stadium"
7934,2018,"Kolkata","09/05/18","Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Mumbai Indians",102,0,"Ishan Kishan","Eden Gardens"
7935,2018,"Delhi","10/05/18","Delhi Daredevils","Sunrisers Hyderabad","Delhi Daredevils","bat","normal",0,"Sunrisers Hyderabad",0,9,"S Dhawan","Feroz Shah Kotla"
7936,2018,"Jaipur","11/05/18","Chennai Super Kings","Rajasthan Royals","Chennai Super Kings","bat","normal",0,"Rajasthan Royals",0,4,"JC Buttler","Sawai Mansingh Stadium"
7937,2018,"Indore","12/05/18","Kolkata Knight Riders","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kolkata Knight Riders",31,0,"SP Narine","Holkar Cricket Stadium"
7938,2018,"Delhi","12/05/18","Delhi Daredevils","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,5,"AB de Villiers","Feroz Shah Kotla"
7939,2018,"Pune","13/05/18","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,8,"AT Rayudu","Maharashtra Cricket Association Stadium"
7940,2018,"Mumbai","13/05/18","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,7,"JC Buttler","Wankhede Stadium"
7941,2018,"Indore","14/05/18","Kings XI Punjab","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,10,"UT Yadav","Holkar Cricket Stadium"
7942,2018,"Kolkata","15/05/18","Rajasthan Royals","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,6,"Kuldeep Yadav","Eden Gardens"
7943,2018,"Mumbai","16/05/18","Mumbai Indians","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Mumbai Indians",3,0,"JJ Bumrah","Wankhede Stadium"
7944,2018,"Bengaluru","17/05/18","Royal Challengers Bangalore","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Royal Challengers Bangalore",14,0,"AB de Villiers","M Chinnaswamy Stadium"
7945,2018,"Delhi","18/05/18","Delhi Daredevils","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Delhi Daredevils",34,0,"HV Patel","Feroz Shah Kotla"
7946,2018,"Jaipur","19/05/18","Rajasthan Royals","Royal Challengers Bangalore","Rajasthan Royals","bat","normal",0,"Rajasthan Royals",30,0,"S Gopal","Sawai Mansingh Stadium"
7947,2018,"Hyderabad","19/05/18","Sunrisers Hyderabad","Kolkata Knight Riders","Sunrisers Hyderabad","bat","normal",0,"Kolkata Knight Riders",0,5,"CA Lynn","Rajiv Gandhi International Stadium, Uppal"
7948,2018,"Delhi","20/05/18","Delhi Daredevils","Mumbai Indians","Delhi Daredevils","bat","normal",0,"Delhi Daredevils",11,0,"A Mishra","Feroz Shah Kotla"
7949,2018,"Pune","20/05/18","Kings XI Punjab","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,5,"L Ngidi","Maharashtra Cricket Association Stadium"
7950,2018,"Mumbai","22/05/18","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,2,"F du Plessis","Wankhede Stadium"
7951,2018,"Kolkata","23/05/18","Kolkata Knight Riders","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Kolkata Knight Riders",25,0,"AD Russell","Eden Gardens"
7952,2018,"Kolkata","25/05/18","Sunrisers Hyderabad","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Sunrisers Hyderabad",14,0,"Rashid Khan","Eden Gardens"
7953,2018,"Mumbai","27/05/18","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,8,"SR Watson","Wankhede Stadium"
7954,2019,"Chennai","2019/03/23","Chennai Super Kings","Royal Challengers Bangalore","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,7,"Harbhajan Singh","MA Chidambaram Stadium, Chepauk"
7955,2019,"Kolkata","2019/03/24","Kolkata Knight Riders","Sunrisers Hyderabad","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,6,"AD Russell","Eden Gardens"
7956,2019,"Mumbai","2019/03/24","Mumbai Indians","Delhi Capitals","Mumbai Indians","field","normal",0,"Delhi Capitals",37,0,"RR Pant","Wankhede Stadium"
7957,2019,"Jaipur","2019/03/25","Rajasthan Royals","Kings XI Punjab","Rajasthan Royals","field","normal",0,"Kings XI Punjab",14,0,"CH Gayle","Sawai Mansingh Stadium"
7958,2019,"Delhi","2019/03/26","Delhi Capitals","Chennai Super Kings","Delhi Capitals","bat","normal",0,"Chennai Super Kings",0,6,"SR Watson","Feroz Shah Kotla"
7959,2019,"Kolkata","2019/03/27","Kolkata Knight Riders","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kolkata Knight Riders",28,0,"AD Russell","Eden Gardens"
7960,2019,"Bengaluru","2019/03/28","Royal Challengers Bangalore","Mumbai Indians","Royal Challengers Bangalore","field","normal",0,"Mumbai Indians",6,0,"JJ Bumrah","M.Chinnaswamy Stadium"
7961,2019,"Hyderabad","2019/03/29","Sunrisers Hyderabad","Rajasthan Royals","Rajasthan Royals","bat","normal",0,"Sunrisers Hyderabad",0,5,"Rashid Khan","Rajiv Gandhi International Stadium, Uppal"
7962,2019,"Chandigarh","2019/03/30","Kings XI Punjab","Mumbai Indians","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,8,"MA Agarwal","Punjab Cricket Association IS Bindra Stadium, Mohali"
7963,2019,"Delhi","2019/03/30","Delhi Capitals","Kolkata Knight Riders","Delhi Capitals","field","tie",0,"Delhi Capitals",0,0,"PP Shaw","Feroz Shah Kotla"
7964,2019,"Hyderabad","2019/03/31","Sunrisers Hyderabad","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Sunrisers Hyderabad",118,0,"JM Bairstow","Rajiv Gandhi International Stadium, Uppal"
7965,2019,"Chennai","2019/03/31","Chennai Super Kings","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Chennai Super Kings",8,0,"MS Dhoni","MA Chidambaram Stadium, Chepauk"
7966,2019,"Chandigarh","2019/04/01","Kings XI Punjab","Delhi Capitals","Delhi Capitals","field","normal",0,"Kings XI Punjab",14,0,"SM Curran","Punjab Cricket Association IS Bindra Stadium, Mohali"
7967,2019,"Jaipur","2019/04/02","Rajasthan Royals","Royal Challengers Bangalore","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,7,"S Gopal","Sawai Mansingh Stadium"
7968,2019,"Mumbai","2019/04/03","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Mumbai Indians",37,0,"HH Pandya","Wankhede Stadium"
7969,2019,"Delhi","2019/04/04","Delhi Capitals","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,5,"JM Bairstow","Feroz Shah Kotla"
7970,2019,"Bengaluru","2019/04/05","Royal Challengers Bangalore","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,5,"AD Russell","M.Chinnaswamy Stadium"
